SID,WORD,POS,Vowel_Type,Stressed_Vowel
618,sporting,adj.,Monophthong,/ ɔ /
619,stall,n.,Monophthong,/ ɔ /
620,stance,n.,Monophthong,/ æ /
621,starve,v.,Monophthong,/ ɑ /
622,steadily,adv.,Monophthong,/ ɛ /
623,steam,n.,Monophthong,/ i /
624,stimulate,v.,Monophthong,/ ɪ /
625,strengthen,v.,Monophthong,/ ɛ /
626,strictly,adv.,Monophthong,/ ɪ /
627,stroke,n.,Diphthong,/ oʊ /
628,stunning,adj.,Monophthong,/ ʌ /
629,subsequent,adj.,Monophthong,/ ʌ /
630,subsequently,adv.,Monophthong,/ ʌ /
631,suburb,n.,Monophthong,/ ʌ /
632,suffering,n.,Monophthong,/ ʌ /
633,sufficient,adj.,Monophthong,/ ɪ /
634,sufficiently,adv.,Monophthong,/ ɪ /
635,super,adj.,Monophthong,/ u /
636,surgeon,n.,Monophthong,/ ɝ /
637,survival,n.,Diphthong,/ aɪ /
638,survivor,n.,Diphthong,/ aɪ /
639,suspend,v.,Monophthong,/ ɛ /
640,sustainable,adj.,Diphthong,/ eɪ /
641,swallow,v.,Monophthong,/ ɑ /
642,sympathetic,adj.,Monophthong,/ ɛ /
643,tackle,v.,Monophthong,/ æ /
644,tag,n.,Monophthong,/ æ /
645,tag,v.,Monophthong,/ æ /
646,tap,v.,Monophthong,/ æ /
647,tap,n.,Monophthong,/ æ /
648,technological,adj.,Monophthong,/ ɑ /
649,teens,n.,Monophthong,/ i /
650,temple,n.,Monophthong,/ ɛ /
651,temporarily,adv.,Monophthong,/ ɛ /
652,tendency,n.,Monophthong,/ ɛ /
653,tension,n.,Monophthong,/ ɛ /
654,terminal,n.,Monophthong,/ ɝ /
655,terms,n.,Monophthong,/ ɝ /
656,terribly,adv.,Monophthong,/ ɛ /
657,terrify,v.,Monophthong,/ ɛ /
658,territory,n.,Monophthong,/ ɛ /
659,terror,n.,Monophthong,/ ɛ /
660,terrorism,n.,Monophthong,/ ɛ /
661,terrorist,n.,Monophthong,/ ɛ /
662,testing,n.,Monophthong,/ ɛ /
663,textbook,n.,Monophthong,/ ɛ /
664,theft,n.,Monophthong,/ ɛ /
665,therapist,n.,Monophthong,/ ɛ /
666,thesis,n.,Monophthong,/ i /
667,thorough,adj.,Monophthong,/ ɛ /
668,thoroughly,adv.,Monophthong,/ ɛ /
669,thumb,n.,Monophthong,/ ʌ /
670,timing,n.,Diphthong,/ aɪ /
671,tissue,n.,Monophthong,/ ɪ /
672,ton,n.,Monophthong,/ ʌ /
673,tonne,n.,Monophthong,/ ʌ /
674,tournament,n.,Monophthong,/ ʊ /
675,trace,v.,Diphthong,/ eɪ /
676,trading,n.,Diphthong,/ eɪ /
677,tragedy,n.,Monophthong,/ æ /
678,tragic,adj.,Monophthong,/ æ /
679,trait,n.,Diphthong,/ eɪ /
680,transmit,v.,Monophthong,/ ɪ /
681,transportation,n.,Diphthong,/ eɪ /
682,trap,v.,Monophthong,/ æ /
683,trap,n.,Monophthong,/ æ /
684,treasure,n.,Monophthong,/ ɛ /
685,tribe,n.,Diphthong,/ aɪ /
686,trigger,v.,Monophthong,/ ɪ /
687,trillion,num.,Monophthong,/ ɪ /
688,troop,n.,Monophthong,/ u /
689,tsunami,n.,Monophthong,/ ɑ /
690,ultimate,adj.,Monophthong,/ ʌ /
691,unacceptable,adj.,Monophthong,/ ɛ /
692,uncertainty,n.,Monophthong,/ ɝ /
693,undergo,v.,Diphthong,/ oʊ /
694,undertake,v.,Diphthong,/ eɪ /
695,unfold,v.,Diphthong,/ oʊ /
696,unfortunate,adj.,Monophthong,/ ɔ /
697,unite,v.,Diphthong,/ aɪ /
698,unity,n.,Monophthong,/ u /
699,universal,adj.,Monophthong,/ ɝ /
700,urgent,adj.,Monophthong,/ ɝ /
701,usage,n.,Monophthong,/ u /
702,useless,adj.,Monophthong,/ u /
703,valid,adj.,Monophthong,/ æ /
704,variation,n.,Diphthong,/ eɪ /
705,vertical,adj.,Monophthong,/ ɝ /
706,viewpoint,n.,Monophthong,/ u /
707,visa,n.,Monophthong,/ i /
708,visible,adj.,Monophthong,/ ɪ /
709,voluntary,adj.,Monophthong,/ ɑ /
710,voting,n.,Diphthong,/ oʊ /
711,wander,v.,Monophthong,/ ɑ /
712,warming,n.,Monophthong,/ ɔ /
713,weekly,adj.,Monophthong,/ i /
714,weird,adj.,Monophthong,/ ɪ /
715,welfare,n.,Monophthong,/ ɛ /
716,wheat,n.,Monophthong,/ i /
717,whoever,pron.,Monophthong,/ ɛ /
718,widespread,adj.,Diphthong,/ ɛ /
719,wisdom,n.,Monophthong,/ ɪ /
720,withdraw,v.,Monophthong,/ ɔ /
721,workforce,n.,Monophthong,/ ɝ /
722,workplace,n.,Monophthong,/ ɝ /
723,workshop,n.,Monophthong,/ ɝ /
724,worm,n.,Monophthong,/ ɝ /
725,wrist,n,Monophthong,/ ɪ /
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
